Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","116","Cambodia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","16250","X","Figure from international organizations"
"FBS","Food Balances (2010-)","360","Indonesia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","267671","X","Figure from international organizations"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","7062","X","Figure from international organizations"
"FBS","Food Balances (2010-)","458","Malaysia","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","31528","X","Figure from international organizations"
"FBS","Food Balances (2010-)","104","Myanmar","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","53708","X","Figure from international organizations"
"FBS","Food Balances (2010-)","608","Philippines","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","106651","X","Figure from international organizations"
"FBS","Food Balances (2010-)","764","Thailand","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","69428","X","Figure from international organizations"
"FBS","Food Balances (2010-)","626","Timor-Leste","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","1268","X","Figure from international organizations"
"FBS","Food Balances (2010-)","704","Viet Nam","511","Total Population - Both sexes","S2501","Population","2018","2018","1000 persons","95546","X","Figure from international organizations"
